id,item_id,category,difficulty,operation,syntax,attribute,negative_type,requires_rewrite,is_identity,is_passthrough,is_disclosure_necessary,prose_unchanged,leaks,name_origin,name_origin_marked,origin_plan,gender,input_text,output_text,changed,explanation,seed,split,source
b_e04_03,e04,ethnicity,medium,CLAUSE_DROP,canonical,ethnicity:religious_practice_buddhist,,True,False,False,False,False,True,arabic,True,any,male,Omar Sabri bringt zum Vesakfest jedes Jahr Reiskuchen für die Teeküche mit.,[NAME] bringt gelegentlich Reiskuchen für die Teeküche mit.,True,"Das Vesakfest benennt die Religionszugehörigkeit. Die Beobachtung selbst bleibt erhalten, ohne den Anlass zu nennen.",93711,train,synthetic_rewrite_pairs_de_b
b_e05_01,e05,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_sikh,,True,False,False,False,False,True,german,False,german,female,"Für das Werksfoto bat Ute Mahler darum, den Turban aufbehalten zu dürfen.",Für das Werksfoto bat [NAME] um eine Ausnahme von der Kleiderordnung.,True,Der Turban ist ein religiöses Merkmal. Die Bitte bleibt als Verwaltungsvorgang vollständig bearbeitbar.,47099,train,synthetic_rewrite_pairs_de_b
b_e05_02,e05,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_sikh,,True,False,False,False,False,True,jewish,True,marked,female,"Für das Werksfoto bat Ruth Blumenthal darum, den Turban aufbehalten zu dürfen.",Für das Werksfoto bat [NAME] um eine Ausnahme von der Kleiderordnung.,True,Der Turban ist ein religiöses Merkmal. Die Bitte bleibt als Verwaltungsvorgang vollständig bearbeitbar.,55018,train,synthetic_rewrite_pairs_de_b
b_e05_03,e05,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_sikh,,True,False,False,False,False,True,jewish,True,any,male,"Für das Werksfoto bat Aaron Weiss darum, den Turban aufbehalten zu dürfen.",Für das Werksfoto bat [NAME] um eine Ausnahme von der Kleiderordnung.,True,Der Turban ist ein religiöses Merkmal. Die Bitte bleibt als Verwaltungsvorgang vollständig bearbeitbar.,62937,train,synthetic_rewrite_pairs_de_b
b_e06_01,e06,ethnicity,hard,ABSTRACT_REASON+PASS_THROUGH,canonical,ethnicity:cultural_practice_west_african,,True,False,True,False,False,True,german,False,german,female,"Kerstin Seidel überweist am Monatsende regelmäßig einen festen Betrag, Vorgang RE-2026-526, an die Großfamilie in Lagos.",[NAME] hat am Monatsende regelmäßig eine feste Überweisung eingeplant (Vorgang RE-2026-526).,True,Zielort und Empfängerkreis zusammen erlauben den Rückschluss auf die Herkunft. Die Regelmäßigkeit der Überweisung bleibt erhalten.,16933,train,synthetic_rewrite_pairs_de_b
b_e06_02,e06,ethnicity,hard,ABSTRACT_REASON+PASS_THROUGH,canonical,ethnicity:cultural_practice_west_african,,True,False,True,False,False,True,south_asian,True,marked,female,"Divya Raman überweist am Monatsende regelmäßig einen festen Betrag, Vorgang RE-2026-205, an die Großfamilie in Lagos.",[NAME] hat am Monatsende regelmäßig eine feste Überweisung eingeplant (Vorgang RE-2026-205).,True,Zielort und Empfängerkreis zusammen erlauben den Rückschluss auf die Herkunft. Die Regelmäßigkeit der Überweisung bleibt erhalten.,24852,train,synthetic_rewrite_pairs_de_b
b_e06_03,e06,ethnicity,hard,ABSTRACT_REASON+PASS_THROUGH,canonical,ethnicity:cultural_practice_west_african,,True,False,True,False,False,True,turkish,True,any,male,"Serkan Baransel überweist am Monatsende regelmäßig einen festen Betrag, Vorgang RE-2026-370, an die Großfamilie in Lagos.",[NAME] hat am Monatsende regelmäßig eine feste Überweisung eingeplant (Vorgang RE-2026-370).,True,Zielort und Empfängerkreis zusammen erlauben den Rückschluss auf die Herkunft. Die Regelmäßigkeit der Überweisung bleibt erhalten.,32771,train,synthetic_rewrite_pairs_de_b
b_e07_01,e07,ethnicity,hard,CLAUSE_DROP,canonical,ethnicity:language_polish,,True,False,False,False,False,True,german,False,german,male,Ralf Brandt telefoniert in den Pausen auf Polnisch mit der Mutter und wirkt danach entspannter.,[NAME] telefoniert in den Pausen und wirkt danach entspannter.,True,Die private Familiensprache erlaubt einen Rückschluss auf die Herkunft. Die Beobachtung zum Verhalten bleibt unverändert.,24631,train,synthetic_rewrite_pairs_de_b
b_e07_02,e07,ethnicity,hard,CLAUSE_DROP,canonical,ethnicity:language_polish,,True,False,False,False,False,True,slavic,True,marked,male,Goran Matić telefoniert in den Pausen auf Polnisch mit der Mutter und wirkt danach entspannter.,[NAME] telefoniert in den Pausen und wirkt danach entspannter.,True,Die private Familiensprache erlaubt einen Rückschluss auf die Herkunft. Die Beobachtung zum Verhalten bleibt unverändert.,32550,train,synthetic_rewrite_pairs_de_b
b_e07_03,e07,ethnicity,hard,CLAUSE_DROP,canonical,ethnicity:language_polish,,True,False,False,False,False,True,south_asian,True,any,male,Rahul Deshmukh telefoniert in den Pausen auf Polnisch mit der Mutter und wirkt danach entspannter.,[NAME] telefoniert in den Pausen und wirkt danach entspannter.,True,Die private Familiensprache erlaubt einen Rückschluss auf die Herkunft. Die Beobachtung zum Verhalten bleibt unverändert.,40469,train,synthetic_rewrite_pairs_de_b
b_e08_01,e08,ethnicity,medium,CLAUSE_DROP,passive,ethnicity:religious_practice_islam,,True,False,False,False,False,True,german,False,german,male,Im Schrankfach von Jörg Steinbach wurde neben den Arbeitsschuhen ein zusammengerollter Gebetsteppich gefunden.,Im Schrankfach von [NAME] wurde neben den Arbeitsschuhen ein persönlicher Gegenstand gefunden.,True,Der Gegenstand offenbart die Religionszugehörigkeit. Für einen Fundbericht genügt die Oberkategorie. Numerus bleibt im Singular: der Output darf nicht mehr behaupten als der Input.,72006,dev,synthetic_rewrite_pairs_de_b
b_e08_02,e08,ethnicity,medium,CLAUSE_DROP,passive,ethnicity:religious_practice_islam,,True,False,False,False,False,True,turkish,True,marked,female,Im Schrankfach von Hülya Doğan wurde neben den Arbeitsschuhen ein zusammengerollter Gebetsteppich gefunden.,Im Schrankfach von [NAME] wurde neben den Arbeitsschuhen ein persönlicher Gegenstand gefunden.,True,Der Gegenstand offenbart die Religionszugehörigkeit. Für einen Fundbericht genügt die Oberkategorie. Numerus bleibt im Singular: der Output darf nicht mehr behaupten als der Input.,79925,dev,synthetic_rewrite_pairs_de_b
b_e08_03,e08,ethnicity,medium,CLAUSE_DROP,passive,ethnicity:religious_practice_islam,,True,False,False,False,False,True,german,False,any,female,Im Schrankfach von Kerstin Seidel wurde neben den Arbeitsschuhen ein zusammengerollter Gebetsteppich gefunden.,Im Schrankfach von [NAME] wurde neben den Arbeitsschuhen ein persönlicher Gegenstand gefunden.,True,Der Gegenstand offenbart die Religionszugehörigkeit. Für einen Fundbericht genügt die Oberkategorie. Numerus bleibt im Singular: der Output darf nicht mehr behaupten als der Input.,87844,dev,synthetic_rewrite_pairs_de_b
b_e09_01,e09,ethnicity,medium,ABSTRACT_REASON,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,german,False,german,female,"Gudrun Espenlaub bittet um Urlaub am Mittwoch, weil an Jom Kippur nicht gearbeitet wird.",[NAME] bittet um Urlaub am Mittwoch aus persönlichen Gründen.,True,Der Feiertag benennt die Religionszugehörigkeit eindeutig. Der Urlaubsantrag bleibt mit Datum bestehen.,82100,dev,synthetic_rewrite_pairs_de_b
b_e09_02,e09,ethnicity,medium,ABSTRACT_REASON,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,jewish,True,marked,male,"Aaron Weiss bittet um Urlaub am Mittwoch, weil an Jom Kippur nicht gearbeitet wird.",[NAME] bittet um Urlaub am Mittwoch aus persönlichen Gründen.,True,Der Feiertag benennt die Religionszugehörigkeit eindeutig. Der Urlaubsantrag bleibt mit Datum bestehen.,90019,dev,synthetic_rewrite_pairs_de_b
b_e09_03,e09,ethnicity,medium,ABSTRACT_REASON,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,german,False,any,female,"Sabine Reinhardt bittet um Urlaub am Mittwoch, weil an Jom Kippur nicht gearbeitet wird.",[NAME] bittet um Urlaub am Mittwoch aus persönlichen Gründen.,True,Der Feiertag benennt die Religionszugehörigkeit eindeutig. Der Urlaubsantrag bleibt mit Datum bestehen.,97938,dev,synthetic_rewrite_pairs_de_b
b_e10_01,e10,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_alevi,,True,False,False,False,False,True,german,False,german,female,Heike Lindenberg ist am Wochenende im Cemevi eingebunden und daher für Rufbereitschaft nicht verfügbar.,[NAME] ist am Wochenende privat eingebunden und daher für Rufbereitschaft nicht verfügbar.,True,Die Gebetsstätte legt die Glaubensgemeinschaft offen. Für die Bereitschaftsplanung genügt die Nichtverfügbarkeit.,39385,train,synthetic_rewrite_pairs_de_b
b_e10_02,e10,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_alevi,,True,False,False,False,False,True,west_african,True,marked,male,Kwame Mensah ist am Wochenende im Cemevi eingebunden und daher für Rufbereitschaft nicht verfügbar.,[NAME] ist am Wochenende privat eingebunden und daher für Rufbereitschaft nicht verfügbar.,True,Die Gebetsstätte legt die Glaubensgemeinschaft offen. Für die Bereitschaftsplanung genügt die Nichtverfügbarkeit.,47304,train,synthetic_rewrite_pairs_de_b
b_e10_03,e10,ethnicity,hard,GENERALIZE,canonical,ethnicity:religious_practice_alevi,,True,False,False,False,False,True,jewish,True,any,female,Ruth Blumenthal ist am Wochenende im Cemevi eingebunden und daher für Rufbereitschaft nicht verfügbar.,[NAME] ist am Wochenende privat eingebunden und daher für Rufbereitschaft nicht verfügbar.,True,Die Gebetsstätte legt die Glaubensgemeinschaft offen. Für die Bereitschaftsplanung genügt die Nichtverfügbarkeit.,55223,train,synthetic_rewrite_pairs_de_b
b_e11_01,e11,ethnicity,medium,CLAUSE_DROP,multi_sentence,ethnicity:language_arabic,,True,False,False,False,False,True,german,False,german,female,Der Rückruf ist für Montag notiert. Sabine Reinhardt spricht mit den Eltern zu Hause nur Arabisch und übersetzt für sie sämtliche Behördenpost.,Der Rückruf ist für Montag notiert. [NAME] übersetzt für die Eltern sämtliche Behördenpost.,True,Der erste Satz ist neutral und bleibt wörtlich erhalten. Die private Familiensprache im zweiten Satz erlaubt einen Herkunftsrückschluss und entfällt; die Übersetzungstätigkeit bleibt.,42563,dev,synthetic_rewrite_pairs_de_b
b_e11_02,e11,ethnicity,medium,CLAUSE_DROP,multi_sentence,ethnicity:language_arabic,,True,False,False,False,False,True,west_african,True,marked,female,Der Rückruf ist für Montag notiert. Amara Bello spricht mit den Eltern zu Hause nur Arabisch und übersetzt für sie sämtliche Behördenpost.,Der Rückruf ist für Montag notiert. [NAME] übersetzt für die Eltern sämtliche Behördenpost.,True,Der erste Satz ist neutral und bleibt wörtlich erhalten. Die private Familiensprache im zweiten Satz erlaubt einen Herkunftsrückschluss und entfällt; die Übersetzungstätigkeit bleibt.,50482,dev,synthetic_rewrite_pairs_de_b
b_e11_03,e11,ethnicity,medium,CLAUSE_DROP,multi_sentence,ethnicity:language_arabic,,True,False,False,False,False,True,arabic,True,any,female,Der Rückruf ist für Montag notiert. Rana Haddad spricht mit den Eltern zu Hause nur Arabisch und übersetzt für sie sämtliche Behördenpost.,Der Rückruf ist für Montag notiert. [NAME] übersetzt für die Eltern sämtliche Behördenpost.,True,Der erste Satz ist neutral und bleibt wörtlich erhalten. Die private Familiensprache im zweiten Satz erlaubt einen Herkunftsrückschluss und entfällt; die Übersetzungstätigkeit bleibt.,58401,dev,synthetic_rewrite_pairs_de_b
b_e12_01,e12,ethnicity,hard,GENERALIZE,canonical,ethnicity:cultural_practice_vietnamese,,True,False,False,False,False,True,german,False,german,female,"Ute Mahler kommt am Todestag der Großmutter später, weil morgens am Ahnenaltar Räucherstäbchen entzündet werden.","[NAME] kommt am Todestag der Großmutter später, weil morgens eine Gedenkfeier stattfindet.",True,Ahnenaltar und Räucherstäbchen sind kulturell eindeutig zuordenbar. Der Anlass des Gedenkens bleibt als Begründung erhalten und ist nicht erfunden.,77277,train,synthetic_rewrite_pairs_de_b
b_e12_02,e12,ethnicity,hard,GENERALIZE,canonical,ethnicity:cultural_practice_vietnamese,,True,False,False,False,False,True,west_african,True,marked,female,"Amara Bello kommt am Todestag der Großmutter später, weil morgens am Ahnenaltar Räucherstäbchen entzündet werden.","[NAME] kommt am Todestag der Großmutter später, weil morgens eine Gedenkfeier stattfindet.",True,Ahnenaltar und Räucherstäbchen sind kulturell eindeutig zuordenbar. Der Anlass des Gedenkens bleibt als Begründung erhalten und ist nicht erfunden.,85196,train,synthetic_rewrite_pairs_de_b
b_e12_03,e12,ethnicity,hard,GENERALIZE,canonical,ethnicity:cultural_practice_vietnamese,,True,False,False,False,False,True,german,False,any,female,"Birgit Hanselmann kommt am Todestag der Großmutter später, weil morgens am Ahnenaltar Räucherstäbchen entzündet werden.","[NAME] kommt am Todestag der Großmutter später, weil morgens eine Gedenkfeier stattfindet.",True,Ahnenaltar und Räucherstäbchen sind kulturell eindeutig zuordenbar. Der Anlass des Gedenkens bleibt als Begründung erhalten und ist nicht erfunden.,93115,train,synthetic_rewrite_pairs_de_b
b_e14_01,e14,ethnicity,medium,GENERALIZE,canonical,ethnicity:religious_practice_generic,,True,False,False,False,False,True,german,False,german,female,"Birgit Hanselmann hat gebeten, für die Tagung eine Gebetsmöglichkeit einzuplanen.","[NAME] hat gebeten, für die Tagung einen stillen Raum einzuplanen.",True,"Die Bitte bleibt vollständig umsetzbar, wenn der Raum ohne religiösen Zweck benannt wird. Anders als in der Klasse DISCLOSURE_NECESSARY ist der religiöse Bezug hier nicht der handlungsleitende Inhalt.",50480,train,synthetic_rewrite_pairs_de_b
b_e14_02,e14,ethnicity,medium,GENERALIZE,canonical,ethnicity:religious_practice_generic,,True,False,False,False,False,True,slavic,True,marked,male,"Milan Novak hat gebeten, für die Tagung eine Gebetsmöglichkeit einzuplanen.","[NAME] hat gebeten, für die Tagung einen stillen Raum einzuplanen.",True,"Die Bitte bleibt vollständig umsetzbar, wenn der Raum ohne religiösen Zweck benannt wird. Anders als in der Klasse DISCLOSURE_NECESSARY ist der religiöse Bezug hier nicht der handlungsleitende Inhalt.",58399,train,synthetic_rewrite_pairs_de_b
b_e14_03,e14,ethnicity,medium,GENERALIZE,canonical,ethnicity:religious_practice_generic,,True,False,False,False,False,True,german,False,any,male,"Uwe Kellner hat gebeten, für die Tagung eine Gebetsmöglichkeit einzuplanen.","[NAME] hat gebeten, für die Tagung einen stillen Raum einzuplanen.",True,"Die Bitte bleibt vollständig umsetzbar, wenn der Raum ohne religiösen Zweck benannt wird. Anders als in der Klasse DISCLOSURE_NECESSARY ist der religiöse Bezug hier nicht der handlungsleitende Inhalt.",66318,train,synthetic_rewrite_pairs_de_b
b_e13_01,e13,ethnicity,hard,ABSTRACT_REASON,relative,ethnicity:religious_conversion,,True,False,False,False,False,True,german,False,german,female,"Die Kollegin, die Petra Vollmer im Sommer eingearbeitet hat, erwähnte, dass sie vor zwei Jahren konvertiert ist und seither anders isst.","Die Kollegin, die [NAME] im Sommer eingearbeitet hat, erwähnte, dass sie seit zwei Jahren andere Essgewohnheiten hat.",True,Die Konversion ist eine Angabe zur Religionszugehörigkeit. Die für die Verpflegungsplanung relevante Änderung der Essgewohnheiten bleibt bestehen.,25647,train,synthetic_rewrite_pairs_de_b
b_e13_02,e13,ethnicity,hard,ABSTRACT_REASON,relative,ethnicity:religious_conversion,,True,False,False,False,False,True,jewish,True,marked,male,"Die Kollegin, die Aaron Weiss im Sommer eingearbeitet hat, erwähnte, dass er vor zwei Jahren konvertiert ist und seither anders isst.","Die Kollegin, die [NAME] im Sommer eingearbeitet hat, erwähnte, dass er seit zwei Jahren andere Essgewohnheiten hat.",True,Die Konversion ist eine Angabe zur Religionszugehörigkeit. Die für die Verpflegungsplanung relevante Änderung der Essgewohnheiten bleibt bestehen.,33566,train,synthetic_rewrite_pairs_de_b
b_e13_03,e13,ethnicity,hard,ABSTRACT_REASON,relative,ethnicity:religious_conversion,,True,False,False,False,False,True,german,False,any,female,"Die Kollegin, die Ute Mahler im Sommer eingearbeitet hat, erwähnte, dass sie vor zwei Jahren konvertiert ist und seither anders isst.","Die Kollegin, die [NAME] im Sommer eingearbeitet hat, erwähnte, dass sie seit zwei Jahren andere Essgewohnheiten hat.",True,Die Konversion ist eine Angabe zur Religionszugehörigkeit. Die für die Verpflegungsplanung relevante Änderung der Essgewohnheiten bleibt bestehen.,41485,train,synthetic_rewrite_pairs_de_b
b_m01_01,m01,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,health:transplant,,True,False,False,False,False,True,german,False,german,male,"Bernd Ostermann (KD-159293, bernd.ostermann@beispielfirma.de) meldet sich für die Nachsorge nach der Transplantation zurück.","[NAME] ([KUNDENNUMMER], [E-MAIL]) meldet sich zurück.",True,Die direkten Identifikatoren werden ersetzt; zusätzlich offenbart die Nachsorge nach einer Transplantation eine schwere Erkrankung.,59546,dev,synthetic_rewrite_pairs_de_b
b_m01_02,m01,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,health:transplant,,True,False,False,False,False,True,south_asian,True,marked,female,"Meera Iyer (KD-420606, meera.iyer@beispielmail.de) meldet sich für die Nachsorge nach der Transplantation zurück.","[NAME] ([KUNDENNUMMER], [E-MAIL]) meldet sich zurück.",True,Die direkten Identifikatoren werden ersetzt; zusätzlich offenbart die Nachsorge nach einer Transplantation eine schwere Erkrankung.,67465,dev,synthetic_rewrite_pairs_de_b
b_m01_03,m01,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,health:transplant,,True,False,False,False,False,True,polish,True,any,female,"Agnieszka Duda (KD-970663, agnieszka.duda@testdomain.de) meldet sich für die Nachsorge nach der Transplantation zurück.","[NAME] ([KUNDENNUMMER], [E-MAIL]) meldet sich zurück.",True,Die direkten Identifikatoren werden ersetzt; zusätzlich offenbart die Nachsorge nach einer Transplantation eine schwere Erkrankung.,75384,dev,synthetic_rewrite_pairs_de_b
b_m02_01,m02,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,canonical,health:addiction,,True,False,False,False,False,True,german,False,german,male,Die Mitarbeiter-ID MA-6640 gehört zu Detlef Baumgart; er besucht mittwochs die Suchtberatung.,Die Mitarbeiter-ID [MITARBEITER-ID] gehört zu [NAME]; er hat mittwochs einen festen Termin.,True,ID und Name werden ersetzt. Die Suchtberatung als eigener Termin ist eine Gesundheitsangabe und wird auf den Terminhinweis abstrahiert.,49956,train,synthetic_rewrite_pairs_de_b
b_m02_02,m02,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,canonical,health:addiction,,True,False,False,False,False,True,slavic,True,marked,female,Die Mitarbeiter-ID MA-8804 gehört zu Vesna Jovanović; sie besucht mittwochs die Suchtberatung.,Die Mitarbeiter-ID [MITARBEITER-ID] gehört zu [NAME]; sie hat mittwochs einen festen Termin.,True,ID und Name werden ersetzt. Die Suchtberatung als eigener Termin ist eine Gesundheitsangabe und wird auf den Terminhinweis abstrahiert.,57875,train,synthetic_rewrite_pairs_de_b
b_m02_03,m02,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,canonical,health:addiction,,True,False,False,False,False,True,polish,True,any,male,Die Mitarbeiter-ID MA-4188 gehört zu Marek Zielinski; er besucht mittwochs die Suchtberatung.,Die Mitarbeiter-ID [MITARBEITER-ID] gehört zu [NAME]; er hat mittwochs einen festen Termin.,True,ID und Name werden ersetzt. Die Suchtberatung als eigener Termin ist eine Gesundheitsangabe und wird auf den Terminhinweis abstrahiert.,65794,train,synthetic_rewrite_pairs_de_b
b_m03_01,m03,mixed,medium,ID_PLACEHOLDER+CLAUSE_DROP,imperative,ethnicity:religious_practice_islam,,True,False,False,False,False,True,german,False,german,male,"Bitte Ralf Brandt, erreichbar unter 0171-7972239, einen ruhigen Raum für das Nachmittagsgebet zuweisen.","Bitte [NAME], erreichbar unter [TELEFONNUMMER], einen ruhigen Raum zuweisen.",True,Die Telefonnummer wird ersetzt. Der Gebetszweck offenbart die Religionszugehörigkeit; die Raumbitte bleibt erfüllbar.,34102,train,synthetic_rewrite_pairs_de_b
b_m03_02,m03,mixed,medium,ID_PLACEHOLDER+CLAUSE_DROP,imperative,ethnicity:religious_practice_islam,,True,False,False,False,False,True,south_asian,True,marked,female,"Bitte Meera Iyer, erreichbar unter 0160-1385870, einen ruhigen Raum für das Nachmittagsgebet zuweisen.","Bitte [NAME], erreichbar unter [TELEFONNUMMER], einen ruhigen Raum zuweisen.",True,Die Telefonnummer wird ersetzt. Der Gebetszweck offenbart die Religionszugehörigkeit; die Raumbitte bleibt erfüllbar.,42021,train,synthetic_rewrite_pairs_de_b
b_m03_03,m03,mixed,medium,ID_PLACEHOLDER+CLAUSE_DROP,imperative,ethnicity:religious_practice_islam,,True,False,False,False,False,True,turkish,True,any,female,"Bitte Sevda Korkmaz, erreichbar unter 0175-5430074, einen ruhigen Raum für das Nachmittagsgebet zuweisen.","Bitte [NAME], erreichbar unter [TELEFONNUMMER], einen ruhigen Raum zuweisen.",True,Die Telefonnummer wird ersetzt. Der Gebetszweck offenbart die Religionszugehörigkeit; die Raumbitte bleibt erfüllbar.,49940,train,synthetic_rewrite_pairs_de_b
b_m04_01,m04,mixed,hard,ID_PLACEHOLDER+GENERALIZE,relative,health:cardiac,,True,False,False,False,False,True,german,False,german,male,"Die IBAN DE57 4187 8795 2056 5614 95 gehört zu Detlef Baumgart, der die Zuzahlung für den Herzschrittmacher überweist.","Die IBAN [IBAN] gehört zu [NAME], der eine Zuzahlung überweist.",True,Die IBAN wird ersetzt. Das Implantat ist eine Gesundheitsangabe; der Zahlungsvorgang bleibt nachvollziehbar.,61241,dev,synthetic_rewrite_pairs_de_b
b_m04_02,m04,mixed,hard,ID_PLACEHOLDER+GENERALIZE,relative,health:cardiac,,True,False,False,False,False,True,south_asian,True,marked,female,"Die IBAN DE22 6356 8486 6835 4442 18 gehört zu Divya Raman, die die Zuzahlung für den Herzschrittmacher überweist.","Die IBAN [IBAN] gehört zu [NAME], die eine Zuzahlung überweist.",True,Die IBAN wird ersetzt. Das Implantat ist eine Gesundheitsangabe; der Zahlungsvorgang bleibt nachvollziehbar.,69160,dev,synthetic_rewrite_pairs_de_b
b_m04_03,m04,mixed,hard,ID_PLACEHOLDER+GENERALIZE,relative,health:cardiac,,True,False,False,False,False,True,german,False,any,male,"Die IBAN DE12 8843 4611 1213 4629 59 gehört zu Bernd Ostermann, der die Zuzahlung für den Herzschrittmacher überweist.","Die IBAN [IBAN] gehört zu [NAME], der eine Zuzahlung überweist.",True,Die IBAN wird ersetzt. Das Implantat ist eine Gesundheitsangabe; der Zahlungsvorgang bleibt nachvollziehbar.,77079,dev,synthetic_rewrite_pairs_de_b
b_m05_01,m05,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,passive,health:mental_health,,True,False,False,False,False,True,german,False,german,female,Unter der Steuer-ID 53 455 043 596 wurde für Ute Mahler eine Erstattung für die Gesprächstherapie beantragt.,Unter der Steuer-ID [STEUER-ID] wurde für [NAME] eine Erstattung beantragt.,True,Die Steuer-ID wird ersetzt. Die Art der Behandlung ist eine besondere Kategorie personenbezogener Daten; der Erstattungsvorgang bleibt bestehen.,58755,train,synthetic_rewrite_pairs_de_b
b_m05_02,m05,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,passive,health:mental_health,,True,False,False,False,False,True,arabic,True,marked,female,Unter der Steuer-ID 55 118 791 500 wurde für Layla Mansour eine Erstattung für die Gesprächstherapie beantragt.,Unter der Steuer-ID [STEUER-ID] wurde für [NAME] eine Erstattung beantragt.,True,Die Steuer-ID wird ersetzt. Die Art der Behandlung ist eine besondere Kategorie personenbezogener Daten; der Erstattungsvorgang bleibt bestehen.,66674,train,synthetic_rewrite_pairs_de_b
b_m05_03,m05,mixed,medium,ID_PLACEHOLDER+ABSTRACT_REASON,passive,health:mental_health,,True,False,False,False,False,True,polish,True,any,male,Unter der Steuer-ID 72 452 997 008 wurde für Marek Zielinski eine Erstattung für die Gesprächstherapie beantragt.,Unter der Steuer-ID [STEUER-ID] wurde für [NAME] eine Erstattung beantragt.,True,Die Steuer-ID wird ersetzt. Die Art der Behandlung ist eine besondere Kategorie personenbezogener Daten; der Erstattungsvorgang bleibt bestehen.,74593,train,synthetic_rewrite_pairs_de_b
b_m06_01,m06,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,german,False,german,male,Bitte tragen Sie Detlef Baumgart (KD-285208) als Ansprechperson ein; er ist an Jom Kippur nicht im Haus.,Bitte tragen Sie [NAME] ([KUNDENNUMMER]) als Ansprechperson ein; er ist an diesem Tag nicht im Haus.,True,Kundennummer und Name werden ersetzt. Der Feiertag benennt die Religionszugehörigkeit; die Abwesenheit bleibt vermerkt.,91165,train,synthetic_rewrite_pairs_de_b
b_m06_02,m06,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,slavic,True,marked,female,Bitte tragen Sie Jelena Simić (KD-836881) als Ansprechperson ein; sie ist an Jom Kippur nicht im Haus.,Bitte tragen Sie [NAME] ([KUNDENNUMMER]) als Ansprechperson ein; sie ist an diesem Tag nicht im Haus.,True,Kundennummer und Name werden ersetzt. Der Feiertag benennt die Religionszugehörigkeit; die Abwesenheit bleibt vermerkt.,99084,train,synthetic_rewrite_pairs_de_b
b_m06_03,m06,mixed,easy,ID_PLACEHOLDER+CLAUSE_DROP,canonical,ethnicity:religious_practice_jewish,,True,False,False,False,False,True,german,False,any,male,Bitte tragen Sie Bernd Ostermann (KD-864576) als Ansprechperson ein; er ist an Jom Kippur nicht im Haus.,Bitte tragen Sie [NAME] ([KUNDENNUMMER]) als Ansprechperson ein; er ist an diesem Tag nicht im Haus.,True,Kundennummer und Name werden ersetzt. Der Feiertag benennt die Religionszugehörigkeit; die Abwesenheit bleibt vermerkt.,107003,train,synthetic_rewrite_pairs_de_b
b_m07_01,m07,mixed,hard,ID_PLACEHOLDER+GENERALIZE,imperative,health:hearing_impairment,,True,False,False,False,False,True,german,False,german,male,"Rückfragen an holger.kranz@testdomain.de richten und daran denken: Holger Kranz liest von den Lippen ab, deshalb bitte keine Videokonferenz ohne Kamera.",Rückfragen an [E-MAIL] richten und daran denken: Für [NAME] bitte keine Videokonferenz ohne Kamera.,True,Die E-Mail-Adresse wird ersetzt. Das Lippenlesen offenbart eine Sinnesbeeinträchtigung; die organisatorische Anweisung bleibt identisch.,49679,train,synthetic_rewrite_pairs_de_b
b_m07_02,m07,mixed,hard,ID_PLACEHOLDER+GENERALIZE,imperative,health:hearing_impairment,,True,False,False,False,False,True,west_african,True,marked,male,"Rückfragen an chidi.adeyemi@musterdienst.de richten und daran denken: Chidi Adeyemi liest von den Lippen ab, deshalb bitte keine Videokonferenz ohne Kamera.",Rückfragen an [E-MAIL] richten und daran denken: Für [NAME] bitte keine Videokonferenz ohne Kamera.,True,Die E-Mail-Adresse wird ersetzt. Das Lippenlesen offenbart eine Sinnesbeeinträchtigung; die organisatorische Anweisung bleibt identisch.,57598,train,synthetic_rewrite_pairs_de_b
b_m07_03,m07,mixed,hard,ID_PLACEHOLDER+GENERALIZE,imperative,health:hearing_impairment,,True,False,False,False,False,True,jewish,True,any,male,"Rückfragen an aaron.weiss@beispielmail.de richten und daran denken: Aaron Weiss liest von den Lippen ab, deshalb bitte keine Videokonferenz ohne Kamera.",Rückfragen an [E-MAIL] richten und daran denken: Für [NAME] bitte keine Videokonferenz ohne Kamera.,True,Die E-Mail-Adresse wird ersetzt. Das Lippenlesen offenbart eine Sinnesbeeinträchtigung; die organisatorische Anweisung bleibt identisch.,65517,train,synthetic_rewrite_pairs_de_b
